sage_ITEMNO,sage_description,sage_pt_cost,vendor,item_number,item_description,vendor_price_usd,match_score,match_step
W30210,WRENCH COMBINATION  5/16                                    ,2.34,Workpro,W30210,"5/16"" Combination Wrench",2.79,100.0,step1_itemno
W30214,WRENCH COMBINATION  7/16                                    ,2.91,Workpro,W30214,"7/16"" Combination Wrench",3.21,100.0,step1_itemno
W30216,"WRENCH COMBINATION 1/2"" SAE                                 ",3.43,Workpro,W30216,"1/2"" Combination Wrench",3.78,100.0,step1_itemno
W30218,WRENCH COMBINATION  9/16                                    ,3.47,Workpro,W30218,"9/16"" Combination Wrench",3.87,100.0,step1_itemno
W30220,WRENCH COMBINATION  5/8                                     ,4.293333,Workpro,W30220,"5/8"" Combination Wrench",4.76,100.0,step1_itemno
W30222,WRENCH COMBINATION  11/16                                   ,4.43,Workpro,W30222,"11/16"" Combination Wrench",5.01,100.0,step1_itemno
W30224,WRENCH COMBINATION  3/4                                     ,6.38,Workpro,W30224,"3/4"" Combination Wrench",6.51,100.0,step1_itemno
W30226,WRENCH COMBINATION  13/16                                   ,6.25,Workpro,W30226,"13/16"" Combination Wrench",7.45,100.0,step1_itemno
W30228,WRENCH COMBINATION  7/8                                     ,7.59,Workpro,W30228,"7/8"" Combination Wrench",8.59,100.0,step1_itemno
W30230,WRENCH COMBINATION  15/16                                   ,8.32,Workpro,W30230,"15/16"" Combination Wrench",9.46,100.0,step1_itemno
W30232,"WRENCH COMBINATION  1 ""                                     ",9.52,Workpro,W30232,"1"" Combination Wrench",11.03,100.0,step1_itemno
W30236,"WRENCH COMBINATION  1-1/8""                                  ",12.426667,Workpro,W30236,"1 1/8"" Combination Wrench",13.54,100.0,step1_itemno
W30240,"WRENCH COMBINATION   1-1/4""                                 ",14.44,Workpro,W30240,"1 1/4"" Combination Wrench",15.78,100.0,step1_itemno
W30254,"WRENCH RATCHETING 1/2""                                      ",6.76,Workpro,W30254,"1/2"" Ratcheting Wrench",6.9,100.0,step1_itemno
W30255,"WRENCH RATCHETING 9/16""                                     ",6.4,Workpro,W30255,"9/16"" Ratcheting Wrench",7.27,100.0,step1_itemno
W30256,"WRENCH RATCHETING 5/8""                                      ",7.11,Workpro,W30256,"5/8"" Ratcheting Wrench",8.08,100.0,step1_itemno
W30257,"WRENCH RATCHETING 11/16""                                    ",7.83,Workpro,W30257,"11/16"" Ratcheting Wrench",8.87,100.0,step1_itemno
W30259,"WRENCH RATCHETING 13/16""                                    ",14.59,Workpro,W30259,"13/16"" Ratcheting Wrench",16.5,100.0,step1_itemno
W30260,"WRENCH RATCHETING 7/8""                                      ",15.03,Workpro,W30260,"7/8"" Ratcheting Wrench",16.93,100.0,step1_itemno
W30261,"WRENCH RATCHETING 15/16""                                    ",15.88,Workpro,W30261,"15/16"" Ratcheting Wrench",18.0,100.0,step1_itemno
W3033,SET BAR PRY 3PC                                             ,7.21,Workpro,W3033,3 pc. Pry Bar Set,8.46,100.0,step1_itemno
W30350,WRENCH RATCHETING 10MM                                      ,5.42,Workpro,W30350,10mm Ratcheting Wrench,5.84,100.0,step1_itemno
W30352,WRENCH RATCHETING12MM                                       ,5.94,Workpro,W30352,12mm Ratcheting Wrench,6.4,100.0,step1_itemno
W30353,WRENCH RATCHETING 13MM                                      ,6.08,Workpro,W30353,13mm Ratcheting Wrench,7.06,100.0,step1_itemno
W30354,WRENCH RATCHETING 14MM                                      ,6.61,Workpro,W30354,14mm Ratcheting Wrench,7.12,100.0,step1_itemno
W30357,WRENCH RATCHETING 17MM                                      ,8.13,Workpro,W30357,17mm Ratcheting Wrench,8.79,100.0,step1_itemno
W30359,WRENCH RATCHETING 19MM                                      ,9.51,Workpro,W30359,19mm Ratcheting Wrench,10.2,100.0,step1_itemno
W30362,WRENCH RATCHETING 22MM                                      ,14.09,Workpro,W30362,22mm Ratcheting Wrench,15.96,100.0,step1_itemno
W30410,WRENCH FLARE NUT 10MM X 12MM                                ,4.49,Workpro,W30410,10mm x 12mm Flare Nut Wrench,4.57,100.0,step1_itemno
W30413,WRENCH NUT FLARE 13MM x 14MM                                ,4.23,Workpro,W30413,13mm x 14mm Flare Nut Wrench,4.86,100.0,step1_itemno
W30416,WRENCH NUT FLARE 16MM x 18MM                                ,6.49,Workpro,W30416,16mm x 18mm Flare Nut Wrench,7.46,100.0,step1_itemno
W30419,WRENCH NUT FLARE 19MM x 21MM                                ,7.66,Workpro,W30419,19mm x 21mm Flare Nut Wrench,8.81,100.0,step1_itemno
W30430,SET WRENCH FLARE NUT 4PCs SAE                               ,17.28,Workpro,W30430,4 pc. SAE Flare Nut Wrench Set,19.87,100.0,step1_itemno
W30431,SET WRENCH FLARE NUT 4PCs METRIC                            ,19.33,Workpro,W30431,4 pc. Metric Flare Nut Wrench,19.71,100.0,step1_itemno
W30607,SET WRENCH STUBBY METRIC (7PC)                              ,19.37,Workpro,W30607,7 pc. Metric Stubby Wrench Set,21.89,100.0,step1_itemno
W30630,SET WRENCH RATCHETING (7PC) SAE                             ,41.83,Workpro,W30630,7 pc. SAE Ratcheting Wrench Set,47.48,100.0,step1_itemno
W30631,SET WRENCH RATCHETING METRIC (7PC)                          ,41.83,Workpro,W30631,7 pc. Metric Ratcheting Wrench Set,47.42,100.0,step1_itemno
W30648,WRENCH RATCHETING 7-IN-1 SAE                                ,19.31,Workpro,W30648,7-in-1 SAE Ratcheting Wrench,22.21,100.0,step1_itemno
W30649,WRENCH RATCHETING 7-IN-1 METRIC                             ,18.92,Workpro,W30649,7-in-1 MET Ratcheting Wrench,22.21,100.0,step1_itemno
W30681,WRENCH SET IGNITION SAE 10PC                                ,9.8,Workpro,W30681,10 pc. SAE Ignition Wrench Set,11.26,100.0,step1_itemno
W30682,WRENCH SET IGNITION METRIC 10PC                             ,9.8,Workpro,W30682,10 pc. Metric Ignition Wrench,11.26,100.0,step1_itemno
W30701,WRENCH SET AND 3-PC PLIER                                   ,10.93,Workpro,W3001,104 Slot Battery Organizer,11.05,90.9,step1_itemno
W30706,"WRENCH ADJUSTABLE 6""                                        ",3.56,Workpro,W30706,"6"" Adjustable Wrench",4.17,100.0,step1_itemno
W30710,"WRENCH ADJUSTABLE 10""                                       ",7.25,Workpro,W30710,"10"" Adjustable Wrench",7.4,100.0,step1_itemno
W30712,"WRENCH ADJUSTABLE 12""                                       ",10.02,Workpro,W30712,"12"" Adjustable Wrench",10.22,100.0,step1_itemno
W30714,SET PLIERS 4 PC. LONG HANDLE                                ,18.81,Workpro,W30714,4 pc. Long Nose Plier Set,22.07,100.0,step1_itemno
W30728,"PLIERS LINESMAN 8""                                          ",6.25,Workpro,W30728,"8"" Linesman Pliers",7.33,100.0,step1_itemno
W30729,"CUTTER CABLE 10""                                            ",9.56,Workpro,W30729,"10"" Cable Cutters",11.0,100.0,step1_itemno
W30758,"PLIERS LOCKING LONG NOSE 6-1/2""                             ",6.38,Workpro,W30758,"6-1/2"" Long Nose Locking Pliers",6.51,100.0,step1_itemno
W30760,"PLIERS LOCKING LONG NOSE 9""                                 ",8.25,Workpro,W30760,"9"" Long Nose Locking Pliers",8.43,100.0,step1_itemno
W30765,SET PLIERS 4PC. PROFESSIONAL                                ,19.19,Workpro,W30765,4 pc. Professional Plier Set,22.51,100.0,step1_itemno
W30771,"PLIERS (STRAIGHT) LONG HANDLE 11""                           ",6.42,Workpro,W30771,"11"" Straight Long Handle Pliers",7.39,100.0,step1_itemno
W30772,"PLIERS (45 DEGREE) LONG HANDLE 11""                          ",6.42,Workpro,W30772,"11"" 45 Long Handle Pliers",7.39,100.0,step1_itemno
W30773,"PLIERS (90 DEGREE) LONG HANDLE 11""                          ",7.23,Workpro,W30773,"11"" 90 Long Handle Pliers",7.39,100.0,step1_itemno
W30774,"PLIERS (OFFSET) LONG HANDLE 11""                             ",7.02,Workpro,W30774,"11"" Offset Long Handle Pliers",7.16,100.0,step1_itemno
W30775,"PLIERS HOSE 11X1/2""                                         ",7.02,Workpro,W30775,"11"" x 1/2"" Diameter Hose Pliers",7.16,100.0,step1_itemno
W30781,"SPANNER FACE ADJUSTABLE 6""                                  ",8.07,Workpro,W30781,"6"" Adjustable Face Spanner",9.09,100.0,step1_itemno
W30897,SET SCREWDRIVER ELECTRICAL (7PC)                            ,8.83,Workpro,W30897,7 pc. Electrical Screwdriver Set,10.15,100.0,step1_itemno
W30898,SET SCREWDRIVER 6PC JUMBO                                   ,18.07,Workpro,W30898,6 pc. Jumbo Screwdriver Set,20.78,100.0,step1_itemno
W30899,SCREWDRIVER STAR SET (5PC)                                  ,8.7,Workpro,W30899,5 pc. Star Screwdriver Set,10.0,100.0,step1_itemno
W30901,NUT DRIVER PRO STYLE MET (8PC)                              ,18.68,Workpro,W30901,8 pc. Metric Nut Driver Set,21.47,100.0,step1_itemno
W30931,EXTENSION FLEXIBLE SET 2 PC                                 ,4.95,Workpro,W30931,2 pc. Flexible Extension Set,5.32,100.0,step1_itemno
W30933,SET JOINT UNIVERSAL (3pc)                                   ,6.94,Workpro,W30933,3 pc. Universal Joint Set,7.87,100.0,step1_itemno
W30933,SET JOINT UNIVERSAL (3PCS)                                  ,6.64,Workpro,W30933,3 pc. Universal Joint Set,7.87,100.0,step1_itemno
W30961,"SCREWDRIVER PHILLIPS 1x3""                                   ",1.57,Workpro,W30961,"#1 x 3"" Phillips Screwdriver",1.84,100.0,step1_itemno
W30963,"SCREWDRIVER PHILLIPS 2 x 4""                                 ",1.98,Workpro,W30963,"#2 x 4"" Phillips Screwdriver",2.32,100.0,step1_itemno
W30975,BOTTLE OPENER SCREWDRIVER GRIP                              ,2.26,Workpro,W30595,2 pk. 11-Slot Wrench Racks,7.7,83.3,step1_itemno
W30980,SCREWDRIVER OFFSET SET (2PC)                                ,1.39,Workpro,W30980,2 pc. Offset Screwdriver Set,1.42,100.0,step1_itemno
W30986,"SCREWDRIVER SLOTTED 3/16"" x 3""                              ",1.51,Workpro,W30986,"3/16"" x 3"" Slotted Screwdriver",1.77,100.0,step1_itemno
W30988,"SCREWDRIVER SLOTTED 1/4"" x 4""                               ",1.93,Workpro,W30988,"1/4"" x 4"" Slotted Screwdriver",2.26,100.0,step1_itemno
W30C,"MIRRIOR BLIND SPOTSTICK-ON 3""                               ",1.12,Workpro,W30C,"3"" Stick-On Blind Spot Mirror",1.27,100.0,step1_itemno
W31110,"HANDLE 1"" DR 40"" BREAKER BAR JUMBO TOOLS                    ",59.54,Workpro,W31110,"1"" Dr. 40"" Breaker Bar",60.76,100.0,step1_itemno
W32000,"SOCKET RAIL 1/2"" DR                                         ",2.98,Workpro,W32000,"1/2"" Dr. Socket Rail",3.74,100.0,step1_itemno
W32003,"SOCKET MAGNETIC RAIL 1/2"" DR                                ",19.01,Workpro,W32003,"1/2"" Dr. Magnetic Socket Rail",24.17,100.0,step1_itemno
W32100,"RATCHET HANDLE 1/2"" DR                                      ",21.28,Workpro,W32100,"1/2"" Dr. PT Handle Ratchet",22.8,100.0,step1_itemno
W32101,"HANDLE RATCHET  1/2"" DR QUICK RELEASE TEARDROP              ",17.06,Workpro,W32101,"1/2"" Dr. Quick Release Teardrop Ratchet",18.26,100.0,step1_itemno
W32114,"ADAPTER RATCHETING 1/2"" DR                                  ",10.36,Workpro,W32114,"1/2"" Dr. Ratcheting Adapter",11.67,100.0,step1_itemno
W32119,"HANDLE FLEX 1/2"" DR 15""                                     ",8.23,Workpro,W32119,"1/2"" Dr. 15"" Flex Handle",8.83,100.0,step1_itemno
W32126,"BAR BREAKER 1/2"" DR 30""                                     ",19.97,Workpro,W32126,"1/2"" Dr. 30"" Breaker Bar",22.48,100.0,step1_itemno
W32127,"BAR PRY 1/2 DR 18""/FLEX HANDLE                              ",13.88,Workpro,W32127,"1/2 Dr. 18"" Pry Bar/Flex Handle",15.8,100.0,step1_itemno
W32130,"JOINT UNIVERSAL DR 1/2""                                     ",3.38,Workpro,W32130,"1/2"" Dr. Universal Joint",3.8,100.0,step1_itemno
W32136,"JOINT UNIVERSAL FLEX 1/2"" DR                                ",8.16,Workpro,W32136,"1/2"" Dr. Flex Universal Joint",9.22,100.0,step1_itemno
W32139,"EXTENSION SET LONG 1/2"" (3PC)                               ",19.92,Workpro,W32139,"3 pc. 1/2"" Dr. Long Extension Set",22.89,100.0,step1_itemno
W32140,"SET EXTENSION 1/2"" (3PC)                                    ",8.52,Workpro,W32140,"3 pc. 1/2"" Dr. Extension Set",9.55,100.0,step1_itemno
W32143,"EXTENSION 1/2"" DR 3""                                        ",2.48,Workpro,W32143,"1/2"" Dr. 3"" Extension",2.53,100.0,step1_itemno
W32145,"EXTENSION 1/2"" DR 5""                                        ",2.83,Workpro,W32145,"1/2"" Dr. 5"" Extension",3.0,100.0,step1_itemno
W32150,"EXTENSION 1/2"" DR 10""                                       ",5.07,Workpro,W32150,"1/2"" Dr. 10"" Extension",5.38,100.0,step1_itemno
W32153,"EXTENSION 1/2"" DR 20""                                       ",10.75,Workpro,W32153,"1/2"" Dr. 20"" Extension",12.84,100.0,step1_itemno
W32227,"SOCKET 1/2"" DR 27MM (6 PT)                                  ",2.58,Workpro,W32227,"1/2"" Dr. 27mm 6pt Socket",2.93,100.0,step1_itemno
W3225,"COUPLER BRASS 1/4"" NPT FEMALE                               ",2.52,Workpro,W3225,"1/4"" x 1/4"" NPT Female Brass Coupler",2.94,100.0,step1_itemno
W3226,"COUPLER BRASS 1/4"" NPT MALE                                 ",2.63,Workpro,W3226,"1/4"" NPT Male Brass Coupler",3.09,100.0,step1_itemno
W3227,"PLUG BRASS 1/4"" X 1/4"" NPT FEMALE                           ",0.93,Workpro,W3227,"1/4"" x 1/4"" NPT Female Brass Plug",0.96,100.0,step1_itemno
W3228,"PLUG BRASS 1/4"" X 1/4"" NPT MALE                             ",0.73,Workpro,W3228,"1/4"" NPT Male Brass Plug",0.88,100.0,step1_itemno
W3231,"MIRROR BLIND SPOT 2"" (PK 25)                                ",0.86,Workpro,W32131,"1/2"" Dr. Aluminum Handle Ratchet",32.33,90.9,step1_itemno
W3238,TIRE PRESSURE GAUGE KEYCHAIN                                ,1.07,Workpro,W3238,Tire Pressure Gauge Keychain,1.24,100.0,step1_itemno
W323C,"WRENCH COMBINATION   7/16 ""                                 ",1.22,Workpro,W323C,"7/16"" Combination Wrench",1.43,100.0,step1_itemno
W32414,"SOCKET 1/2"" DR 14MM (6PT)                                   ",2.63,Workpro,W32414,"1/2"" Dr. 14mm 6pt Deep Socket",2.8,100.0,step1_itemno
W32427,"SOCKET DEEP 1/2"" DR 27MM (6 PT)                             ",5.08,Workpro,W32427,"1/2"" Dr. 27mm 6pt Deep Socket",5.65,100.0,step1_itemno
W3248,SOLDER LEAD FREE                                            ,3.51,Workpro,W3248,Lead Free Solder,3.58,100.0,step1_itemno
W32530,"SOCKET 1/2"" DR 15/16"" 12PT DW                               ",2.07,Workpro,W32530,"1/2"" Dr. 15/16"" 12pt Socket",2.21,100.0,step1_itemno
W32532,"SOCKET 1/2"" DR 1"" 12PT DW                                   ",2.04,Workpro,W32532,"1/2"" Dr. 1"" 12pt Socket",2.28,100.0,step1_itemno
W32534,"SOCKET 1/2"" DR 1-1/16"" 12PT DW                              ",2.56,Workpro,W32534,"1/2"" Dr. 1-1/16"" 12pt Socket",2.84,100.0,step1_itemno
W32536,"SOCKET 1/2"" DR 1-1/8"" 12PT DW                               ",2.92,Workpro,W32536,"1/2"" Dr. 1-1/8"" 12pt Socket",3.09,100.0,step1_itemno
W32538,"SOCKET 1/2"" DR 1-3/16"" 12PT DW                              ",2.87,Workpro,W32538,"1/2"" Dr. 1-3/16"" 12pt Socket",3.2,100.0,step1_itemno
W32540,"SOCKET 1/2"" DR 1-1/4"" 12PT DW                               ",3.01,Workpro,W32540,"1/2"" Dr. 1-1/4"" 12pt Socket",3.37,100.0,step1_itemno
W3255,KEY TAGS MULTI-COLOR (PK 12)                                ,1.07,Workpro,W3255,12 pc. Multi-Color Key Tags,1.24,100.0,step1_itemno
W32600,"SET SOCKET DEEP 1/2"" DR 12PT SAE (8PC)                      ",17.89,Workpro,W32600,"8 pc. 1/2"" Dr. 12pt SAE Deep Socket Set",19.25,100.0,step1_itemno
W32616,"SOCKET DW 1/2"" DR 12"" 12PT                                  ",2.49,Workpro,W32616,"1/2"" Dr. 1/2"" 12pt Deep Socket",2.54,100.0,step1_itemno
W32624,"SOCKET DEEP 1/2"" DR 3/4'"" (12pt)                            ",2.59,Workpro,W32624,"1/2"" Dr. 3/4"" 12pt Deep Socket",2.9,100.0,step1_itemno
W32626,"SOCKET DEEP 1/2"" DR 13/16"" (12pt)                           ",2.7,Workpro,W32626,"1/2"" Dr. 13/16"" 12pt Deep",3.0,100.0,step1_itemno
W32628,"SOCKET DEEP 1/2"" DR 7/8"" (12pt)                             ",2.87,Workpro,W32628,"1/2"" Dr. 7/8"" 12pt Deep Socket",3.22,100.0,step1_itemno
W32810,"SOCKET 1/2"" DR 10MM (12PT)                                  ",1.41,Workpro,W32810,"1/2"" Dr. 10mm 12pt Socket",1.58,100.0,step1_itemno
W32812,"SOCKET 1/2"" DR 12MM (12PT)                                  ",1.528333,Workpro,W32812,"1/2"" Dr. 12mm 12pt Socket",1.62,100.0,step1_itemno
W32814,"SOCKET 1/2"" DR 14MM (12PT)                                  ",1.596667,Workpro,W32814,"1/2"" Dr. 14mm 12pt Socket",1.68,100.0,step1_itemno
W32819,"SOCKET 1/2"" DR 19MM (12PT)                                  ",1.9,Workpro,W32819,"1/2"" Dr. 19mm 12pt Socket",2.11,100.0,step1_itemno
W32821,"SOCKET 1/2"" DR 21MM (12PT)                                  ",2.18,Workpro,W32821,"1/2"" Dr. 21mm 12pt Socket",2.42,100.0,step1_itemno
W32827,"SOCKET 1/2"" DR 27MM (12 PT)                                 ",3.01,Workpro,W32827,"1/2"" Dr. 27mm 12pt Socket",3.33,100.0,step1_itemno
W32902,SET SOCKET THIN WALL                                        ,25.64,Workpro,W32902,"5 pc. 1/2"" Dr. Thin Wall Impact Sockets",29.49,100.0,step1_itemno
W32903,TORQUE LIMITING EXTENSION (5PC)                             ,41.09,Workpro,W32903,5 pc. Torque Limiting Extension Set,46.62,100.0,step1_itemno
W32905,"SET SOCKET MECHANIC'S 1/2"" DR (40PC)                        ",74.02,Workpro,W32905,"40 pc. 1/2"" Dr. Mechanic's Socket Set",84.32,100.0,step1_itemno
W32921,"SOCKET THIN WALL 1/2"" DR 13/16""                             ",5.55,Workpro,W32921,"1/2"" Dr. 13/16"" Thin Wall Socket",5.93,100.0,step1_itemno
W32922,"SOCKET THIN WALL 1/2"" DR 7/8""                               ",5.27,Workpro,W32922,"1/2"" Dr. 7/8"" Thin Wall Socket",5.93,100.0,step1_itemno
W32923,"SOCKET WALL THIN  (1/2"" DR 17MM)                            ",5.8,Workpro,W32923,"1/2"" Dr. 17mm Thin Wall Socket",5.92,100.0,step1_itemno
W32924,"SOCKET WALL THIN  (1/2"" DR 22MM, 3/4)                       ",5.8,Workpro,W32924,"1/2"" Dr. 19 mm/3/4 Thin Wall Socket",5.92,100.0,step1_itemno
W32925,"SOCKET 1/2"" DR 21MM THIN WALL                               ",5.82,Workpro,W32925,"1/2"" Dr. 21mm Thin Wall Socket",5.94,100.0,step1_itemno
W32926,"SOCKET WALL THIN  (1/2"" DR 22MM)                            ",6.27,Workpro,W32926,"1/2"" Dr. 22mm Thin Wall Socket",7.14,100.0,step1_itemno
W34100,HANDLE RATCHET 3/4 DR TEAR DROP QUICK RELEASE               ,50.136667,Workpro,W34100,"3/4"" Dr. Quick Release Teardrop Ratchet",53.63,100.0,step1_itemno
W34101,HANDLE RATCHET 3/4 DR ROUND HEAD                            ,32.75,Workpro,W34101,"3/4"" Dr. Round Head Ratchet",35.09,100.0,step1_itemno
W34120,"HANDLE FLEX 3/4 DR 19""                                      ",25.64,Workpro,W34120,"3/4"" Dr. 19"" Flex Handle",27.27,100.0,step1_itemno
W34121,"T-HANDLE SLIDING 3/4 DR 18""                                 ",14.73,Workpro,W34121,"3/4"" Dr. 18"" Sliding T-Handle",15.79,100.0,step1_itemno
